date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
13-09-2023,47,(It Goes Like) Nanana - Edit,Peggy Gou,94,231545,single,1,15-06-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2739a8459318ff1a68ecfd74522
13-09-2023,48,un x100to,Grupo Frontera,79,194563,album,12,25-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
13-09-2023,49,Blank Space,Taylor Swift,83,231826,album,13,27-10-2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
13-09-2023,50,I KNOW ?,Travis Scott,93,211582,album,19,28-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
14-09-2023,1,Paint The Town Red,Doja Cat,99,231750,single,1,04-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
14-09-2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,99,184400,single,3,14-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
14-09-2023,3,vampire,Olivia Rodrigo,87,219724,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,4,Cruel Summer,Taylor Swift,100,178426,album,18,23-08-2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
14-09-2023,5,bad idea right?,Olivia Rodrigo,87,184783,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,6,QLONA,KAROL G,91,172797,album,9,10-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
14-09-2023,7,LALA,Myke Towers,99,197920,album,23,23-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
14-09-2023,8,get him back!,Olivia Rodrigo,88,211141,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,9,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,98,222369,single,1,13-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
14-09-2023,10,Dance The Night - From Barbie The Album,Dua Lipa,97,176579,single,1,25-05-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
14-09-2023,11,Columbia,Quevedo,97,186000,single,1,07-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
14-09-2023,12,fukumean,Gunna,96,125040,album,15,16-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
14-09-2023,13,all-american bitch,Olivia Rodrigo,87,165833,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,14,Slow Dancing,V,89,187026,single,6,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
14-09-2023,15,LADY GAGA,Peso Pluma,94,212878,album,17,29-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
14-09-2023,16,Daylight,David Kushner,96,212953,single,1,14-04-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
14-09-2023,17,Strangers,Kenya Grace,87,172964,single,1,01-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
14-09-2023,18,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,09-09-2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
14-09-2023,19,the grudge,Olivia Rodrigo,86,189386,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,20,Kill Bill,SZA,92,153946,album,23,08-12-2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
14-09-2023,21,Sprinter,Dave & Central Cee,95,229133,single,1,01-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
14-09-2023,22,As It Was,Harry Styles,92,167303,album,13,20-05-2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
14-09-2023,23,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,25-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
14-09-2023,24,Flowers,Miley Cyrus,95,200600,album,13,10-03-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
14-09-2023,25,Chaleya,Anirudh Ravichander,71,200373,album,7,05-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
14-09-2023,26,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,89,194857,single,1,25-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27302ea9d69484ed871c3e34bea
14-09-2023,27,Super Shy,NewJeans,94,154666,single,2,07-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
14-09-2023,28,making the bed,Olivia Rodrigo,86,198866,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,29,WHERE SHE GOES,Bad Bunny,95,231704,single,1,18-05-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
14-09-2023,30,Classy 101,Feid & Young Miko,94,195986,single,1,31-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
14-09-2023,31,love is embarrassing,Olivia Rodrigo,85,154516,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,32,Prada,cassö & RAYE & D-Block Europe,91,132359,single,1,11-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
14-09-2023,33,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,88,191466,single,1,30-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
14-09-2023,34,logical,Olivia Rodrigo,85,231907,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,35,Love Me Again,V,94,182293,single,2,11-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
14-09-2023,36,lacy,Olivia Rodrigo,85,177212,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,37,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,02-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
14-09-2023,38,ballad of a homeschooled girl,Olivia Rodrigo,85,203369,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-09-2023,39,Starboy,The Weeknd,93,230453,album,18,25-11-2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
14-09-2023,40,La Bebe - Remix,Yng Lvcas & Peso Pluma,95,234352,single,2,17-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
14-09-2023,41,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,94,109750,single,1,23-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
14-09-2023,42,un x100to,Grupo Frontera,79,194563,album,12,25-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
14-09-2023,43,Holanda,Jhayco,92,231693,single,1,28-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
14-09-2023,44,Primera Cita,Carin Leon,86,186455,album,18,19-05-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
14-09-2023,45,MI EX TENÍA RAZÓN,KAROL G,88,154374,album,9,10-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
14-09-2023,46,Style,Taylor Swift,83,231000,album,13,27-10-2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
14-09-2023,47,Blank Space,Taylor Swift,83,231826,album,13,27-10-2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
14-09-2023,48,Anti-Hero,Taylor Swift,93,200690,album,13,21-10-2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
14-09-2023,49,I KNOW ?,Travis Scott,93,211582,album,19,28-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
14-09-2023,50,august,Taylor Swift,93,261922,album,16,24-07-2020,FALSE,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
15-09-2023,1,Paint The Town Red,Doja Cat,100,231750,single,1,04-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
15-09-2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,99,184400,single,3,14-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
15-09-2023,3,Cruel Summer,Taylor Swift,99,178426,album,18,23-08-2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
15-09-2023,4,vampire,Olivia Rodrigo,88,219724,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,5,QLONA,KAROL G,91,172797,album,9,10-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
15-09-2023,6,bad idea right?,Olivia Rodrigo,88,184783,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,7,LALA,Myke Towers,99,197920,album,23,23-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
15-09-2023,8,get him back!,Olivia Rodrigo,89,211141,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,9,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,98,222369,single,1,13-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
15-09-2023,10,Dance The Night - From Barbie The Album,Dua Lipa,97,176579,single,1,25-05-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
15-09-2023,11,Columbia,Quevedo,97,186000,single,1,07-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
15-09-2023,12,fukumean,Gunna,96,125040,album,15,16-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
15-09-2023,13,LADY GAGA,Peso Pluma,94,212878,album,17,29-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
15-09-2023,14,Strangers,Kenya Grace,88,172964,single,1,01-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
15-09-2023,15,Slow Dancing,V,0,190872,single,1,12-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2732b1a6114f09d9ede0a952cd1
15-09-2023,16,all-american bitch,Olivia Rodrigo,88,165833,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,17,Daylight,David Kushner,96,212953,single,1,14-04-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
15-09-2023,18,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,09-09-2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
15-09-2023,19,Kill Bill,SZA,92,153946,album,23,08-12-2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
15-09-2023,20,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,25-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
15-09-2023,21,Sprinter,Dave & Central Cee,95,229133,single,1,01-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
15-09-2023,22,As It Was,Harry Styles,92,167303,album,13,20-05-2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
15-09-2023,23,Flowers,Miley Cyrus,95,200600,album,13,10-03-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
15-09-2023,24,the grudge,Olivia Rodrigo,87,189386,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,25,Chaleya,Anirudh Ravichander,72,200373,album,7,05-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
15-09-2023,26,Classy 101,Feid & Young Miko,94,195986,single,1,31-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
15-09-2023,27,Prada,cassö & RAYE & D-Block Europe,91,132359,single,1,11-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
15-09-2023,28,Super Shy,NewJeans,94,154666,single,2,07-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
15-09-2023,29,WHERE SHE GOES,Bad Bunny,95,231704,single,1,18-05-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
15-09-2023,30,La Bebe - Remix,Yng Lvcas & Peso Pluma,94,234352,single,2,17-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
15-09-2023,31,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,88,191466,single,1,30-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
15-09-2023,32,un x100to,Grupo Frontera,80,194563,album,12,25-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
15-09-2023,33,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,02-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
15-09-2023,34,Primera Cita,Carin Leon,86,186455,album,18,19-05-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
15-09-2023,35,Holanda,Jhayco,92,231693,single,1,28-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
15-09-2023,36,Starboy,The Weeknd,92,230453,album,18,25-11-2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
15-09-2023,37,Love Me Again,V,94,182293,single,2,11-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
15-09-2023,38,making the bed,Olivia Rodrigo,86,198866,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,39,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,94,109750,single,1,23-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
15-09-2023,40,MI EX TENÍA RAZÓN,KAROL G,88,154374,album,9,10-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
15-09-2023,41,love is embarrassing,Olivia Rodrigo,86,154516,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,42,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,90,194857,single,1,25-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27302ea9d69484ed871c3e34bea
15-09-2023,43,Blank Space,Taylor Swift,83,231826,album,13,27-10-2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
15-09-2023,44,Style,Taylor Swift,83,231000,album,13,27-10-2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
15-09-2023,45,lacy,Olivia Rodrigo,86,177212,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,46,logical,Olivia Rodrigo,86,231907,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,47,ballad of a homeschooled girl,Olivia Rodrigo,86,203369,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-09-2023,48,Ella Baila Sola,Eslabon Armado,87,165671,album,16,28-04-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
15-09-2023,49,Anti-Hero,Taylor Swift,93,200690,album,13,21-10-2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
15-09-2023,50,Locked out of Heaven,Bruno Mars,91,233478,album,10,07-12-2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
16-09-2023,1,Paint The Town Red,Doja Cat,100,231750,single,1,04-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
16-09-2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,99,184400,single,3,14-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
16-09-2023,3,Cruel Summer,Taylor Swift,99,178426,album,18,23-08-2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
16-09-2023,4,vampire,Olivia Rodrigo,88,219724,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,5,QLONA,KAROL G,91,172797,album,9,10-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
16-09-2023,6,bad idea right?,Olivia Rodrigo,88,184783,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,7,LALA,Myke Towers,99,197920,album,23,23-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
16-09-2023,8,get him back!,Olivia Rodrigo,89,211141,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,9,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,98,222369,single,1,13-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
16-09-2023,10,Dance The Night - From Barbie The Album,Dua Lipa,97,176579,single,1,25-05-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
16-09-2023,11,Columbia,Quevedo,97,186000,single,1,07-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
16-09-2023,12,fukumean,Gunna,96,125040,album,15,16-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
16-09-2023,13,LADY GAGA,Peso Pluma,94,212878,album,17,29-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
16-09-2023,14,Strangers,Kenya Grace,88,172964,single,1,01-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
16-09-2023,15,Slow Dancing,V,90,187026,single,6,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
16-09-2023,16,all-american bitch,Olivia Rodrigo,88,165833,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,17,Daylight,David Kushner,96,212953,single,1,14-04-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
16-09-2023,18,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,09-09-2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
16-09-2023,19,Kill Bill,SZA,92,153946,album,23,08-12-2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
16-09-2023,20,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,25-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
16-09-2023,21,Sprinter,Dave & Central Cee,95,229133,single,1,01-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
16-09-2023,22,As It Was,Harry Styles,92,167303,album,13,20-05-2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
16-09-2023,23,Flowers,Miley Cyrus,95,200600,album,13,10-03-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
16-09-2023,24,the grudge,Olivia Rodrigo,87,189386,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,25,Chaleya,Anirudh Ravichander,72,200373,album,7,05-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
16-09-2023,26,Classy 101,Feid & Young Miko,94,195986,single,1,31-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
16-09-2023,27,Prada,cassö & RAYE & D-Block Europe,91,132359,single,1,11-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
16-09-2023,28,Super Shy,NewJeans,94,154666,single,2,07-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
16-09-2023,29,WHERE SHE GOES,Bad Bunny,95,231704,single,1,18-05-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
16-09-2023,30,La Bebe - Remix,Yng Lvcas & Peso Pluma,94,234352,single,2,17-03-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
16-09-2023,31,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,88,191466,single,1,30-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
16-09-2023,32,un x100to,Grupo Frontera,80,194563,album,12,25-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
16-09-2023,33,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,02-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
16-09-2023,34,Primera Cita,Carin Leon,86,186455,album,18,19-05-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
16-09-2023,35,Holanda,Jhayco,92,231693,single,1,28-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
16-09-2023,36,Starboy,The Weeknd,92,230453,album,18,25-11-2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
16-09-2023,37,Love Me Again,V,94,182293,single,2,11-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
16-09-2023,38,making the bed,Olivia Rodrigo,86,198866,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,39,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,94,109750,single,1,23-06-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
16-09-2023,40,MI EX TENÍA RAZÓN,KAROL G,88,154374,album,9,10-08-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
16-09-2023,41,love is embarrassing,Olivia Rodrigo,86,154516,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,42,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,90,194857,single,1,25-07-2023,FALSE,https://i.scdn.co/image/ab67616d0000b27302ea9d69484ed871c3e34bea
16-09-2023,43,Blank Space,Taylor Swift,83,231826,album,13,27-10-2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
16-09-2023,44,Style,Taylor Swift,83,231000,album,13,27-10-2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
16-09-2023,45,lacy,Olivia Rodrigo,86,177212,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,46,logical,Olivia Rodrigo,86,231907,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,47,ballad of a homeschooled girl,Olivia Rodrigo,86,203369,album,12,08-09-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
16-09-2023,48,Ella Baila Sola,Eslabon Armado,87,165671,album,16,28-04-2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
16-09-2023,49,Anti-Hero,Taylor Swift,93,200690,album,13,21-10-2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
16-09-2023,50,Locked out of Heaven,Bruno Mars,91,233478,album,10,07-12-2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
17-09-2023,1,Paint The Town Red,Doja Cat,100,231750,single,1,04-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
17-09-2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,99,184400,single,3,14-07-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
17-09-2023,3,Slime You Out (feat. SZA),Drake & SZA,0,310490,single,1,15-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
17-09-2023,4,Cruel Summer,Taylor Swift,99,178426,album,18,23-08-2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
17-09-2023,5,vampire,Olivia Rodrigo,89,219724,album,12,08-09-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
17-09-2023,6,QLONA,KAROL G,91,172797,album,9,10-08-2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
